esr-tmp_freq, esr-tmp_data
2.871000000000000000e+09, 5.044999999999999041e+00
2.872000000000000000e+09, 4.842000000000000526e+00
2.873000000000000000e+09, 4.618000000000000327e+00
2.874000000000000000e+09, 4.232999999999999652e+00
2.875000000000000000e+09, 3.728000000000000203e+00
2.876000000000000000e+09, 3.277000000000000135e+00
2.877000000000000000e+09, 2.782999999999999474e+00
2.878000000000000000e+09, 2.294999999999999929e+00
2.879000000000000000e+09, 1.830999999999999961e+00
2.880000000000000000e+09, 1.518000000000000016e+00
2.881000000000000000e+09, 1.237999999999999989e+00
2.882000000000000000e+09, 1.010999999999999899e+00
2.883000000000000000e+09, 8.190000000000000613e-01
2.884000000000000000e+09, 6.650000000000000355e-01
2.885000000000000000e+09, 5.060000000000000053e-01
2.886000000000000000e+09, 4.010000000000000231e-01
2.887000000000000000e+09, 3.430000000000000271e-01
2.888000000000000000e+09, 2.899999999999999800e-01
2.889000000000000000e+09, 2.640000000000000124e-01
2.890000000000000000e+09, 2.150000000000000244e-01
2.891000000000000000e+09, 1.859999999999999987e-01
2.892000000000000000e+09, 1.700000000000000122e-01
2.893000000000000000e+09, 1.459999999999999909e-01
2.894000000000000000e+09, 1.290000000000000036e-01
2.895000000000000000e+09, 1.499999999999999944e-01
2.896000000000000000e+09, 1.260000000000000009e-01
2.897000000000000000e+09, 1.219999999999999973e-01
2.898000000000000000e+09, 1.570000000000000007e-01
2.899000000000000000e+09, 1.849999999999999978e-01
2.900000000000000000e+09, 2.189999999999999725e-01
2.901000000000000000e+09, 2.219999999999999751e-01
2.902000000000000000e+09, 2.730000000000000204e-01
2.903000000000000000e+09, 3.240000000000000102e-01
2.904000000000000000e+09, 3.640000000000000457e-01
2.905000000000000000e+09, 4.479999999999999538e-01
2.906000000000000000e+09, 4.759999999999999787e-01
2.907000000000000000e+09, 5.820000000000000728e-01
2.908000000000000000e+09, 7.020000000000000684e-01
2.909000000000000000e+09, 8.340000000000000746e-01
2.910000000000000000e+09, 9.219999999999999307e-01
2.911000000000000000e+09, 7.429999999999999938e-01
2.912000000000000000e+09, 7.050000000000000711e-01
2.913000000000000000e+09, 8.100000000000000533e-01
2.914000000000000000e+09, 1.056000000000000050e+00
2.915000000000000000e+09, 1.322999999999999954e+00
2.916000000000000000e+09, 1.645000000000000018e+00
2.917000000000000000e+09, 2.007000000000000117e+00
2.918000000000000000e+09, 2.350000000000000089e+00
2.919000000000000000e+09, 2.655000000000000249e+00
2.920000000000000000e+09, 2.949000000000000288e+00
2.921000000000000000e+09, 3.350000000000000089e+00
2.922000000000000000e+09, 3.761000000000000121e+00
2.923000000000000000e+09, 3.984000000000000430e+00
2.924000000000000000e+09, 4.186999999999999389e+00
2.925000000000000000e+09, 4.394000000000000128e+00
2.926000000000000000e+09, 4.310999999999999943e+00
2.927000000000000000e+09, 4.089999999999999858e+00
2.928000000000000000e+09, 3.888000000000000345e+00
2.929000000000000000e+09, 3.515999999999999570e+00
2.930000000000000000e+09, 3.078000000000000291e+00
2.931000000000000000e+09, 2.573999999999999844e+00
2.932000000000000000e+09, 2.065000000000000391e+00
2.933000000000000000e+09, 1.647000000000000020e+00
2.934000000000000000e+09, 1.346000000000000085e+00
2.935000000000000000e+09, 1.102999999999999980e+00
2.936000000000000000e+09, 9.270000000000000462e-01
2.937000000000000000e+09, 7.109999999999999654e-01
2.938000000000000000e+09, 6.089999999999999858e-01
2.939000000000000000e+09, 5.240000000000000213e-01
2.940000000000000000e+09, 4.429999999999999494e-01
2.941000000000000000e+09, 4.290000000000000480e-01
2.942000000000000000e+09, 3.940000000000000169e-01
2.943000000000000000e+09, 3.689999999999999947e-01
2.944000000000000000e+09, 4.040000000000000258e-01
2.945000000000000000e+09, 4.679999999999999716e-01
2.946000000000000000e+09, 5.929999999999999716e-01
2.947000000000000000e+09, 7.870000000000000329e-01
2.948000000000000000e+09, 9.540000000000001812e-01
2.949000000000000000e+09, 1.195999999999999952e+00
2.950000000000000000e+09, 1.475999999999999979e+00
2.951000000000000000e+09, 1.695000000000000284e+00
2.952000000000000000e+09, 1.950000000000000178e+00
2.953000000000000000e+09, 2.221999999999999975e+00
2.954000000000000000e+09, 2.443999999999999950e+00
2.955000000000000000e+09, 2.554000000000000270e+00
2.956000000000000000e+09, 2.668000000000000149e+00
2.957000000000000000e+09, 2.725999999999999979e+00
2.958000000000000000e+09, 2.619000000000000217e+00
2.959000000000000000e+09, 2.470000000000000195e+00
2.960000000000000000e+09, 2.326999999999999957e+00
2.961000000000000000e+09, 2.077999999999999847e+00
2.962000000000000000e+09, 1.800999999999999934e+00
2.963000000000000000e+09, 1.510999999999999899e+00
2.964000000000000000e+09, 1.270000000000000018e+00
2.965000000000000000e+09, 1.090999999999999970e+00
2.966000000000000000e+09, 9.079999999999999183e-01
2.967000000000000000e+09, 6.940000000000000613e-01
2.968000000000000000e+09, 5.749999999999999556e-01
2.969000000000000000e+09, 4.909999999999999920e-01
2.970000000000000000e+09, 4.320000000000000506e-01
2.971000000000000000e+09, 3.330000000000000182e-01
2.972000000000000000e+09, 2.790000000000000258e-01
2.973000000000000000e+09, 2.010000000000000120e-01
2.974000000000000000e+09, 1.869999999999999996e-01
2.975000000000000000e+09, 1.539999999999999980e-01
2.976000000000000000e+09, 1.320000000000000062e-01
2.977000000000000000e+09, 1.379999999999999838e-01
2.978000000000000000e+09, 5.699999999999999512e-02
2.979000000000000000e+09, -1.000000000000000021e-03
2.980000000000000000e+09, 4.399999999999999745e-02
2.981000000000000000e+09, 3.399999999999999550e-02
2.982000000000000000e+09, 2.400000000000000050e-02
2.983000000000000000e+09, 1.700000000000000122e-02
2.984000000000000000e+09, -2.899999999999999800e-02
2.985000000000000000e+09, -6.500000000000000222e-02
2.986000000000000000e+09, -6.700000000000000400e-02
2.987000000000000000e+09, -8.200000000000000344e-02
2.988000000000000000e+09, -8.700000000000000788e-02
2.989000000000000000e+09, -9.700000000000000289e-02
2.990000000000000000e+09, -6.499999999999998834e-02
2.991000000000000000e+09, -8.500000000000000611e-02
2.992000000000000000e+09, -8.900000000000000966e-02
2.993000000000000000e+09, -8.700000000000000788e-02
2.994000000000000000e+09, -6.500000000000000222e-02
2.995000000000000000e+09, -9.299999999999999933e-02
2.996000000000000000e+09, -8.300000000000000433e-02
2.997000000000000000e+09, -1.040000000000000091e-01
2.998000000000000000e+09, -1.109999999999999876e-01
2.999000000000000000e+09, -8.300000000000000433e-02
3.000000000000000000e+09, -1.069999999999999840e-01
3.001000000000000000e+09, -1.070000000000000118e-01
3.002000000000000000e+09, -6.400000000000000133e-02
3.003000000000000000e+09, -1.089999999999999997e-01
3.004000000000000000e+09, -7.499999999999999722e-02
3.005000000000000000e+09, -4.900000000000000189e-02
3.006000000000000000e+09, -5.600000000000000117e-02
3.007000000000000000e+09, -2.199999999999999872e-02
3.008000000000000000e+09, -6.000000000000000125e-03
3.009000000000000000e+09, 2.000000000000000042e-02
3.010000000000000000e+09, 5.899999999999999689e-02
3.011000000000000000e+09, 1.610000000000000042e-01
3.012000000000000000e+09, 2.540000000000000036e-01
3.013000000000000000e+09, 3.200000000000000067e-01
3.014000000000000000e+09, 4.359999999999999432e-01
3.015000000000000000e+09, 5.520000000000000462e-01
3.016000000000000000e+09, 6.660000000000000364e-01
3.017000000000000000e+09, 7.820000000000000284e-01
3.018000000000000000e+09, 7.620000000000000107e-01
3.019000000000000000e+09, 7.359999999999999876e-01
3.020000000000000000e+09, 7.339999999999999858e-01
3.021000000000000000e+09, 6.680000000000000382e-01
3.022000000000000000e+09, 5.819999999999999618e-01
3.023000000000000000e+09, 4.300000000000000488e-01
3.024000000000000000e+09, 2.700000000000000178e-01
3.025000000000000000e+09, 2.110000000000000209e-01
3.026000000000000000e+09, 1.600000000000000033e-01
3.027000000000000000e+09, 1.090000000000000135e-01
3.028000000000000000e+09, 3.899999999999999994e-02
3.029000000000000000e+09, 4.100000000000000172e-02
3.030000000000000000e+09, 3.599999999999999728e-02
3.031000000000000000e+09, 3.899999999999999994e-02
3.032000000000000000e+09, 2.000000000000000042e-02
3.033000000000000000e+09, 2.400000000000000050e-02
3.034000000000000000e+09, 4.299999999999999656e-02
3.035000000000000000e+09, 3.099999999999999978e-02
3.036000000000000000e+09, 8.000000000000000167e-03
3.037000000000000000e+09, -4.800000000000000100e-02
3.038000000000000000e+09, -5.999999999999999778e-02
3.039000000000000000e+09, -7.399999999999999634e-02
3.040000000000000000e+09, -7.599999999999999811e-02
3.041000000000000000e+09, -7.399999999999999634e-02
3.042000000000000000e+09, -1.020000000000000073e-01
3.043000000000000000e+09, -9.500000000000000111e-02
3.044000000000000000e+09, -4.399999999999999745e-02
3.045000000000000000e+09, -8.200000000000000344e-02
3.046000000000000000e+09, -1.350000000000000089e-01
3.047000000000000000e+09, -1.640000000000000069e-01
3.048000000000000000e+09, -1.460000000000000187e-01
3.049000000000000000e+09, -1.070000000000000118e-01
3.050000000000000000e+09, -1.089999999999999858e-01
3.051000000000000000e+09, -1.239999999999999991e-01
3.052000000000000000e+09, -1.310000000000000053e-01
3.053000000000000000e+09, -1.239999999999999991e-01
3.054000000000000000e+09, -1.320000000000000062e-01
3.055000000000000000e+09, -1.199999999999999956e-01
3.056000000000000000e+09, -1.239999999999999991e-01
