esr-zerofield01_freq, esr-zerofield01_data
2.883000000000000000e+09, 2.718609999999999971e+00
2.884000000000000000e+09, 2.324139999999999873e+00
2.885000000000000000e+09, 1.940139999999999976e+00
2.886000000000000000e+09, 1.576299999999999812e+00
2.887000000000000000e+09, 1.273800000000000043e+00
2.888000000000000000e+09, 1.000999999999999890e+00
2.889000000000000000e+09, 8.347900000000000320e-01
2.890000000000000000e+09, 6.771199999999999442e-01
2.891000000000000000e+09, 5.628900000000000015e-01
2.892000000000000000e+09, 4.422899999999999610e-01
2.893000000000000000e+09, 3.793499999999999650e-01
2.894000000000000000e+09, 3.270899999999999919e-01
2.895000000000000000e+09, 2.883399999999999852e-01
2.896000000000000000e+09, 2.352299999999999947e-01
2.897000000000000000e+09, 1.932800000000000074e-01
2.898000000000000000e+09, 1.766699999999999937e-01
2.899000000000000000e+09, 1.429199999999999915e-01
2.900000000000000000e+09, 1.311400000000000066e-01
2.901000000000000000e+09, 1.003300000000000025e-01
2.902000000000000000e+09, 1.122300000000000103e-01
2.903000000000000000e+09, 9.695999999999999064e-02
2.904000000000000000e+09, 8.815000000000000613e-02
2.905000000000000000e+09, 8.934000000000000274e-02
2.906000000000000000e+09, 7.305000000000000382e-02
2.907000000000000000e+09, 2.829999999999999877e-02
2.908000000000000000e+09, 2.448000000000000176e-02
2.909000000000000000e+09, 6.278000000000000247e-02
2.910000000000000000e+09, 5.593999999999999667e-02
2.911000000000000000e+09, 5.535999999999999949e-02
2.912000000000000000e+09, 5.822999999999999704e-02
2.913000000000000000e+09, 2.971000000000000030e-02
2.914000000000000000e+09, 1.208000000000000046e-02
2.915000000000000000e+09, 5.252999999999999337e-02
2.916000000000000000e+09, 4.828000000000000347e-02
2.917000000000000000e+09, 3.056999999999999995e-02
2.918000000000000000e+09, 2.732999999999999666e-02
2.919000000000000000e+09, 2.258999999999999897e-02
2.920000000000000000e+09, 4.359999999999999987e-02
2.921000000000000000e+09, 1.634999999999999995e-02
2.922000000000000000e+09, -5.740000000000000310e-03
2.923000000000000000e+09, -1.030000000000000100e-03
2.924000000000000000e+09, 4.800000000000000447e-03
2.925000000000000000e+09, -5.310000000000000137e-02
2.926000000000000000e+09, -2.210000000000000159e-02
2.927000000000000000e+09, -5.671999999999999265e-02
2.928000000000000000e+09, -6.017999999999999738e-02
2.929000000000000000e+09, -3.868999999999999523e-02
2.930000000000000000e+09, -2.283999999999999919e-02
2.931000000000000000e+09, -2.021000000000000227e-02
2.932000000000000000e+09, -1.534999999999999906e-02
2.933000000000000000e+09, -5.269999999999999511e-03
2.934000000000000000e+09, -5.719999999999999390e-03
2.935000000000000000e+09, -1.406999999999999917e-02
2.936000000000000000e+09, 2.449000000000000135e-02
2.937000000000000000e+09, 4.184999999999999831e-02
2.938000000000000000e+09, 6.539000000000000368e-02
2.939000000000000000e+09, 9.482999999999999763e-02
2.940000000000000000e+09, 5.847000000000000114e-02
2.941000000000000000e+09, 2.639999999999999986e-02
2.942000000000000000e+09, 5.469999999999999862e-02
2.943000000000000000e+09, 5.465000000000000413e-02
2.944000000000000000e+09, 3.985999999999999960e-02
2.945000000000000000e+09, 5.020999999999999769e-02
2.946000000000000000e+09, 3.751999999999999780e-02
2.947000000000000000e+09, 1.924999999999999975e-02
2.948000000000000000e+09, -2.340000000000000066e-03
2.949000000000000000e+09, -2.739999999999999814e-03
2.950000000000000000e+09, -1.013000000000000012e-02
2.951000000000000000e+09, -3.892999999999999933e-02
2.952000000000000000e+09, -3.561999999999999889e-02
2.953000000000000000e+09, -5.078000000000000569e-02
2.954000000000000000e+09, -5.996999999999999553e-02
2.955000000000000000e+09, -5.419999999999999818e-02
2.956000000000000000e+09, -5.439000000000000085e-02
2.957000000000000000e+09, -5.415000000000000369e-02
2.958000000000000000e+09, -5.287999999999999645e-02
2.959000000000000000e+09, -5.754999999999999699e-02
2.960000000000000000e+09, -7.073000000000000120e-02
2.961000000000000000e+09, -6.966999999999999582e-02
2.962000000000000000e+09, -7.306999999999999607e-02
2.963000000000000000e+09, -7.633999999999999120e-02
2.964000000000000000e+09, -7.910999999999999976e-02
2.965000000000000000e+09, -8.011000000000000065e-02
2.966000000000000000e+09, -7.165000000000000535e-02
2.967000000000000000e+09, -7.194000000000000394e-02
2.968000000000000000e+09, -8.141999999999999238e-02
2.969000000000000000e+09, -1.013799999999999979e-01
2.970000000000000000e+09, -7.144000000000000350e-02
2.971000000000000000e+09, -7.675999999999999490e-02
2.972000000000000000e+09, -8.654000000000000581e-02
2.973000000000000000e+09, -1.044299999999999951e-01
2.974000000000000000e+09, -9.235000000000001541e-02
2.975000000000000000e+09, -1.026899999999999896e-01
2.976000000000000000e+09, -7.894999999999999241e-02
2.977000000000000000e+09, -7.586000000000001076e-02
2.978000000000000000e+09, -6.983999999999999930e-02
2.979000000000000000e+09, -6.786999999999999977e-02
2.980000000000000000e+09, -9.983999999999999819e-02
2.981000000000000000e+09, -1.212600000000000067e-01
2.982000000000000000e+09, -1.113599999999999868e-01
2.983000000000000000e+09, -7.544000000000000705e-02
2.984000000000000000e+09, -9.808000000000000052e-02
2.985000000000000000e+09, -1.052999999999999908e-01
2.986000000000000000e+09, -8.751999999999998670e-02
2.987000000000000000e+09, -9.625000000000000222e-02
2.988000000000000000e+09, -9.022000000000000852e-02
2.989000000000000000e+09, -1.009099999999999997e-01
2.990000000000000000e+09, -1.034799999999999887e-01
2.991000000000000000e+09, -8.635999999999999233e-02
2.992000000000000000e+09, -8.777000000000000079e-02
2.993000000000000000e+09, -8.161999999999999811e-02
2.994000000000000000e+09, -1.132200000000000012e-01
2.995000000000000000e+09, -9.271000000000000074e-02
2.996000000000000000e+09, -8.100000000000000255e-02
2.997000000000000000e+09, -7.614999999999999547e-02
2.998000000000000000e+09, -7.796999999999999764e-02
2.999000000000000000e+09, -7.589999999999999525e-02
3.000000000000000000e+09, -8.906999999999999640e-02
3.001000000000000000e+09, -8.114000000000000379e-02
3.002000000000000000e+09, -7.975999999999999757e-02
3.003000000000000000e+09, -8.539000000000000756e-02
3.004000000000000000e+09, -8.587000000000000188e-02
3.005000000000000000e+09, -5.446000000000000146e-02
3.006000000000000000e+09, -6.216000000000000691e-02
3.007000000000000000e+09, -8.899999999999999578e-02
3.008000000000000000e+09, -7.459999999999999964e-02
3.009000000000000000e+09, -7.655000000000000693e-02
3.010000000000000000e+09, -1.062599999999999933e-01
3.011000000000000000e+09, -9.224999999999999867e-02
3.012000000000000000e+09, -1.004099999999999993e-01
3.013000000000000000e+09, -8.355999999999999539e-02
3.014000000000000000e+09, -8.699999999999999400e-02
3.015000000000000000e+09, -7.242999999999999439e-02
3.016000000000000000e+09, -6.372999999999999499e-02
3.017000000000000000e+09, -5.535000000000000336e-02
3.018000000000000000e+09, -6.276000000000001022e-02
3.019000000000000000e+09, -7.933999999999999386e-02
3.020000000000000000e+09, -9.781999999999999029e-02
3.021000000000000000e+09, -7.150999999999999024e-02
3.022000000000000000e+09, -6.937000000000000111e-02
3.023000000000000000e+09, -5.875000000000000361e-02
3.024000000000000000e+09, -8.146000000000000463e-02
3.025000000000000000e+09, -7.560999999999999666e-02
3.026000000000000000e+09, -5.803999999999999437e-02
3.027000000000000000e+09, -7.824000000000000399e-02
3.028000000000000000e+09, -7.148000000000000187e-02
3.029000000000000000e+09, -8.901999999999998803e-02
3.030000000000000000e+09, -8.038999999999998924e-02
3.031000000000000000e+09, -9.470000000000000639e-02
3.032000000000000000e+09, -8.401000000000000134e-02
3.033000000000000000e+09, -1.020900000000000002e-01
3.034000000000000000e+09, -9.504000000000001336e-02
3.035000000000000000e+09, -1.146799999999999903e-01
3.036000000000000000e+09, -1.124399999999999983e-01
3.037000000000000000e+09, -8.362999999999999601e-02
3.038000000000000000e+09, -6.970999999999999419e-02
3.039000000000000000e+09, -7.833999999999999297e-02
3.040000000000000000e+09, -7.990999999999999492e-02
3.041000000000000000e+09, -9.468999999999999639e-02
3.042000000000000000e+09, -9.559000000000000830e-02
3.043000000000000000e+09, -9.611999999999999711e-02
3.044000000000000000e+09, -7.833999999999999297e-02
3.045000000000000000e+09, -8.221000000000000529e-02
3.046000000000000000e+09, -8.413999999999999257e-02
3.047000000000000000e+09, -7.619000000000000772e-02
3.048000000000000000e+09, -7.995000000000000717e-02
3.049000000000000000e+09, -7.938999999999998836e-02
3.050000000000000000e+09, -1.035799999999999915e-01
3.051000000000000000e+09, -1.003000000000000003e-01
3.052000000000000000e+09, -9.811999999999999889e-02
3.053000000000000000e+09, -1.301199999999999857e-01
3.054000000000000000e+09, -1.149400000000000144e-01
3.055000000000000000e+09, -8.968999999999999195e-02
3.056000000000000000e+09, -1.119799999999999962e-01
3.057000000000000000e+09, -1.182499999999999940e-01
3.058000000000000000e+09, -8.738999999999999546e-02
3.059000000000000000e+09, -7.875999999999999668e-02
3.060000000000000000e+09, -8.551999999999999880e-02
3.061000000000000000e+09, -8.951000000000000623e-02
3.062000000000000000e+09, -9.811000000000000276e-02
3.063000000000000000e+09, -1.193400000000000016e-01
3.064000000000000000e+09, -1.060400000000000093e-01
3.065000000000000000e+09, -9.763999999999999069e-02
3.066000000000000000e+09, -7.771999999999999742e-02
3.067000000000000000e+09, -8.032000000000000250e-02
3.068000000000000000e+09, -9.365000000000001101e-02
3.069000000000000000e+09, -9.697000000000000064e-02
